"","X","title","main_speaker","new_views","published_date","description","speaker_occupation","num_speaker","duration","comments","tags","languages","url","funny","courageous","confusing","beautiful","unconvincing","longwinded","informative","inspiring","fascinating","ingenious","persuasive","jawdrop","obnoxious","OK","top_rating","bottom_rating"
"510",510,"A better way to talk about love","Mandy Len Catron",1776252.897,"10-01-2017","In love, we fall. We're struck, we're crushed, we swoon. We burn with passion. Love makes us crazy and makes us sick. Our hearts ache, and then they break. Talking about love in this way fundamentally shapes how we experience it, says writer Mandy Len Catron. In this talk for anyone who's ever felt crazy in love, Catron highlights a different metaphor for love that may help us find more joy -- and less suffering -- in it.","Writer",1,917,43,"['TEDx', 'collaboration', 'communication', 'compassion', 'depression', 'empathy', 'happiness', 'humanity', 'love', 'mental health', 'personality', 'relationships', 'trust', 'writing']",24,"https://www.ted.com/talks/mandy_len_catron_a_better_way_to_talk_about_love
",446,174,364,97,123,177,215,75,62,21,7,14,31,35,"funny","persuasive"
"511",511,"5 ways to lead in an era of constant change","Jim Hemerling",1775640.122,"14-10-2016","Who says change needs to be hard? Organizational change expert Jim Hemerling thinks adapting your business in today's constantly-evolving world can be invigorating instead of exhausting. He outlines five imperatives, centered around putting people first, for turning company reorganization into an empowering, energizing task for all.","Organizational change expert",1,801,24,"['business', 'collaboration', 'communication', 'innovation', 'leadership', 'motivation', 'potential', 'success', 'work']",23,"https://www.ted.com/talks/jim_hemerling_5_ways_to_lead_in_an_era_of_constant_change
",104,667,144,231,18,312,5,15,62,14,50,51,24,12,"courageous","informative"
"512",512,"What does my headscarf mean to you?","Yassmin Abdel-Magied",1773354.036,"28-05-2015","What do you think when you look at this speaker? Well, think again. (And then again.) In this funny, honest, empathetic talk, Yassmin Abdel-Magied challenges us to look beyond our initial perceptions, and to open doors to new ways of supporting others.","Mechanical engineer, social advocate",1,841,271,"['TEDx', 'activism', 'culture', 'religion', 'women']",31,"https://www.ted.com/talks/yassmin_abdel_magied_what_does_my_headscarf_mean_to_you
",551,1135,462,328,310,84,59,174,279,57,50,82,55,31,"courageous","OK"
"513",513,"How too many rules at work keep you from getting things done","Yves Morieux",1772488.6,"29-08-2015","Modern work -- from waiting tables to crunching numbers to designing products -- is about solving brand-new problems every day, flexibly and collaboratively. But as Yves Morieux shows in this insightful talk, too often, an overload of rules, processes and metrics keeps us from doing our best work together. Meet the new frontier of productivity: cooperation.","Consultant",1,998,58,"['leadership', 'productivity', 'work']",34,"https://www.ted.com/talks/yves_morieux_how_too_many_rules_at_work_keep_you_from_getting_things_done
",68,42,85,135,673,196,358,62,72,314,288,26,31,6,"unconvincing","OK"
"514",514,"3 warp-speed architecture tales","Bjarke Ingels",1772222.122,"15-09-2009","Danish architect Bjarke Ingels rockets through photo/video-mingled stories of his eco-flashy designs. His buildings not only look like nature -- they act like nature: blocking the wind, collecting solar energy -- and creating stunning views.","Architect",1,1094,227,"['architecture', 'cities', 'creativity', 'design', 'environment', 'green']",29,"https://www.ted.com/talks/bjarke_ingels_3_warp_speed_architecture_tales
",430,816,629,540,144,365,269,32,82,80,12,18,13,7,"courageous","OK"
"515",515,"The greatest TED Talk ever sold","Morgan Spurlock",1771768.635,"07-04-2011","With humor and persistence, filmmaker Morgan Spurlock dives into the hidden but influential world of brand marketing, on his quest to make a completely sponsored film about sponsorship. (And yes, onstage naming rights for this talk were sponsored too. By whom and for how much? He'll tell you.)","Filmmaker",1,1168,154,"['Brand', 'business', 'comedy', 'consumerism', 'film', 'humor', 'movies']",31,"https://www.ted.com/talks/morgan_spurlock_the_greatest_ted_talk_ever_sold
",50,279,939,283,465,281,194,38,48,312,91,37,53,33,"confusing","OK"
"516",516,"The optimism bias","Tali Sharot",1771587.012,"15-05-2012","Are we born to be optimistic, rather than realistic? Tali Sharot shares new research that suggests our brains are wired to look on the bright side -- and how that can be both dangerous and beneficial.","Cognitive neuroscientist",1,1060,240,"['behavioral economics', 'brain', 'cognitive science', 'culture', 'decision-making', 'happiness', 'life', 'mind', 'neuroscience', 'personality', 'psychology', 'science', 'sociology']",32,"https://www.ted.com/talks/tali_sharot_the_optimism_bias
",914,21,50,85,518,383,376,40,130,158,86,57,41,14,"funny","OK"
"517",517,"Inside the mind of a former radical jihadist","Manwar Ali",1771188.664,"21-10-2016","""For a long time, I lived for death,"" says Manwar Ali, a former radical jihadist who participated in violent, armed campaigns in the Middle East and Asia in the 1980s. In this moving talk, he reflects on his experience with radicalization and makes a powerful, direct appeal to anyone drawn to Islamist groups that claim violence and brutality are noble and virtuous: let go of anger and hatred, he says, and instead cultivate your heart to see goodness, beauty and truth in others.","Peace activist",1,1042,45,"['Islam', 'Middle East', 'TEDx', 'activism', 'community', 'death', 'humanity', 'identity', 'religion', 'society', 'terrorism', 'violence', 'war']",25,"https://www.ted.com/talks/manwar_ali_inside_the_mind_of_a_former_radical_jihadist
",269,140,139,431,254,35,9,21,22,78,21,11,5,9,"beautiful","obnoxious"
"518",518,"What happens in your brain when you pay attention?","Mehdi Ordikhani-Seyedlar",1771088.945,"08-06-2017","Attention isn't just about what we focus on -- it's also about what our brains filter out. By investigating patterns in the brain as people try to focus, computational neuroscientist Mehdi Ordikhani-Seyedlar hopes to build computer models that can be used to treat ADHD and help those who have lost the ability to communicate. Hear more about this exciting science in this brief, fascinating talk.","Neuroscientist",1,392,28,"['AI', 'algorithm', 'brain', 'cognitive science', 'machine learning', 'mental health', 'neuroscience', 'technology']",29,"https://www.ted.com/talks/mehdi_ordikhani_seyedlar_what_happens_in_your_brain_when_you_pay_attention
",374,110,364,365,52,4,5,32,25,31,59,8,6,3,"funny","OK"
"519",519,"For parents, happiness is a very high bar","Jennifer Senior",1764791.177,"15-04-2014","The parenting section of the bookstore is overwhelming?it's ""a giant, candy-colored monument to our collective panic,"" as writer Jennifer Senior puts it. Why is parenthood filled with so much anxiety? Because the goal of modern, middle-class parents?to raise happy children?is so elusive. In this honest talk, she offers some kinder and more achievable aims.","Writer",1,1091,147,"['culture', 'family', 'parenting']",29,"https://www.ted.com/talks/jennifer_senior_for_parents_happiness_is_a_very_high_bar
",135,97,50,610,192,179,15,214,276,62,245,297,104,29,"beautiful","informative"
"520",520,"A cyber-magic card trick like no other","Marco Tempest",1763922.074,"27-10-2012","The suits, numbers and colors in a deck of cards correspond to the seasons, moon cycles and calendar. Marco Tempest straps on augmented reality goggles and does a card trick like you've never seen before, weaving a lyrical tale as he deals. (This version fixes a glitch in the original performance, but is otherwise exactly as seen live by the TEDGlobal audience, including the dazzling augmented reality effects.)","Techno-illusionist",1,395,109,"['illusion', 'magic', 'technology']",37,"https://www.ted.com/talks/marco_tempest_a_cyber_magic_card_trick_like_no_other
",552,13,456,60,88,14,26,222,150,242,11,53,22,10,"funny","OK"
"521",521,"The future of money","Neha Narula",1761342.587,"13-09-2016","What happens when the way we buy, sell and pay for things changes, perhaps even removing the need for banks or currency exchange bureaus? That's the radical promise of a world powered by cryptocurrencies like Bitcoin and Ethereum. We're not there yet, but in this sparky talk, digital currency researcher Neha Narula describes the collective fiction of money -- and paints a picture of a very different looking future.","Currency futurist",1,976,84,"['Internet', 'business', 'capitalism', 'computers', 'data', 'economics', 'future', 'global development', 'mobility', 'money', 'potential', 'privacy', 'shopping', 'social change', 'society', 'software', 'technology', 'web']",24,"https://www.ted.com/talks/neha_narula_the_future_of_money
",160,668,154,60,33,43,249,95,170,44,89,49,11,16,"courageous","obnoxious"
"522",522,"The laws that sex workers really want","Juno Mac",1760290.982,"20-05-2016","Everyone has an opinion about how to legislate sex work (whether to legalize it, ban it or even tax it) ... but what do workers themselves think would work best? Activist Juno Mac explains four legal models that are being used around the world and shows us the model that she believes will work best to keep sex workers safe and offer greater self-determination. ""If you care about gender equality or poverty or migration or public health, then sex worker rights matter to you,"" she says. ""Make space for us in your movements."" (Adult themes)","Sex worker and activist",1,1070,212,"['TEDx', 'activism', 'community', 'empathy', 'feminism', 'global issues', 'government', 'identity', 'inequality', 'law', 'policy', 'sex', 'sexual violence', 'social change', 'society', 'trafficking', 'women']",23,"https://www.ted.com/talks/juno_mac_the_laws_that_sex_workers_really_want
",600,572,248,59,387,75,52,62,87,25,23,17,12,14,"funny","obnoxious"
"523",523,"What fear can teach us","Karen Thompson Walker",1758513.512,"03-01-2013","Imagine you're a shipwrecked sailor adrift in the enormous Pacific. You can choose one of three directions and save yourself and your shipmates -- but each choice comes with a fearful consequence too. How do you choose? In telling the story of the whaleship Essex, novelist Karen Thompson Walker shows how fear propels imagination, as it forces us to imagine the possible futures and how to cope with them. ","Novelist",1,690,200,"['creativity', 'death', 'entertainment', 'fear', 'storytelling']",30,"https://www.ted.com/talks/karen_thompson_walker_what_fear_can_teach_us
",113,293,533,29,232,299,95,112,208,73,118,21,29,5,"confusing","OK"
"524",524,"The dawn of de-extinction. Are you ready?","Stewart Brand",1755707.829,"14-03-2013","Throughout humankind's history, we've driven species after species extinct: the passenger pigeon, the Eastern cougar, the dodo ... But now, says Stewart Brand, we have the technology (and the biology) to bring back species that humanity wiped out. So -- should we? Which ones? He asks a big question whose answer is closer than you may think.","Environmentalist, futurist",1,1104,400,"['TED Brain Trust', 'biology', 'deextinction', 'philosophy', 'technology']",25,"https://www.ted.com/talks/stewart_brand_the_dawn_of_de_extinction_are_you_ready
",251,20,313,121,50,61,186,5,5,8,58,24,180,2,"confusing","OK"
"525",525,"Looking past limits","Caroline Casey",1755615.044,"08-04-2011","Activist Caroline Casey tells the story of her extraordinary life, starting with a revelation (no spoilers). In a talk that challenges perceptions, Casey asks us all to move beyond the limits we may think we have.","Inclusivity activist",1,1157,207,"['activism', 'business', 'culture']",33,"https://www.ted.com/talks/caroline_casey_looking_past_limits
",2141,1203,216,376,705,262,93,29,63,52,39,11,22,34,"funny","jawdrop"
